Year,State,Park,ParkVisitorCount,ParkPctChange,StateVisitorCount,StatePctChange
2014,Alabama,Horseshoe Bend NMP,"64,359",15.00%,"753,178",0.44%
2014,Alabama,Little River Canyon NPRES,"224,931",21.27%,"753,178",0.44%
2014,Alabama,Natchez Trace PKWY,"409,253",-2.77%,"753,178",0.44%
2014,Alabama,Russell Cave NM,"18,530",-9.42%,"753,178",0.44%
2014,Alabama,Tuskegee Airmen NHS,"24,319",26.00%,"753,178",0.44%
2014,Alabama,Tuskegee Institute NHS,"11,786",-75.33%,"753,178",0.44%
2014,Alaska,Aniakchak NM & PRES,134,0.00%,"2,684,693",3.82%
2014,Alaska,Bering Land Bridge NPRES,"2,636",-0.23%,"2,684,693",3.82%
2014,Alaska,Cape Krusenstern NM,0,-100.00%,"2,684,693",3.82%
2014,Alaska,Denali NP & PRES,"531,315",0.07%,"2,684,693",3.82%
2014,Alaska,Gates of the Arctic NP & PRES,"12,669",15.05%,"2,684,693",3.82%
2014,Alaska,Glacier Bay NP & PRES,"500,727",0.03%,"2,684,693",3.82%
2014,Alaska,Katmai NP & PRES,"30,896",6.66%,"2,684,693",3.82%
2014,Alaska,Kenai Fjords NP,"270,666",-4.53%,"2,684,693",3.82%
2014,Alaska,Klondike Gold Rush NHP Alaska,"1,085,202",16.92%,"2,684,693",3.82%
2014,Alaska,Kobuk Valley NP,0,-100.00%,"2,684,693",3.82%
2014,Alaska,Lake Clark NP & PRES,"16,100",23.85%,"2,684,693",3.82%
2014,Alaska,Noatak NPRES,0,-100.00%,"2,684,693",3.82%
2014,Alaska,Sitka NHP,"157,297",-2.40%,"2,684,693",3.82%
2014,Alaska,Wrangell-St. Elias NP & PRES,"74,722",6.77%,"2,684,693",3.82%
2014,Alaska,Yukon-Charley Rivers NPRES,"2,329",-40.50%,"2,684,693",3.82%
2014,American Samoa,National Park of American Samoa,"13,953",-22.13%,"13,953",-22.13%
2014,Arizona,Canyon de Chelly NM,"827,761",-0.09%,"10,747,219",6.37%
2014,Arizona,Casa Grande Ruins NM,"63,698",-2.16%,"10,747,219",6.37%
2014,Arizona,Chiricahua NM,"45,125",11.02%,"10,747,219",6.37%
2014,Arizona,Coronado NMEM,"118,838",27.87%,"10,747,219",6.37%
2014,Arizona,Fort Bowie NHS,"6,964",-13.83%,"10,747,219",6.37%
2014,Arizona,Glen Canyon NRA,"189,476",18.90%,"10,747,219",6.37%
2014,Arizona,Grand Canyon NP,"4,756,771",4.20%,"10,747,219",6.37%
2014,Arizona,Hubbell Trading Post NHS,"81,475",7.66%,"10,747,219",6.37%
2014,Arizona,Lake Mead NRA,"1,735,718",9.43%,"10,747,219",6.37%
2014,Arizona,Montezuma Castle NM,"407,017",4.61%,"10,747,219",6.37%
2014,Arizona,Navajo NM,"65,778",21.43%,"10,747,219",6.37%
2014,Arizona,Organ Pipe Cactus NM,"224,548",8.55%,"10,747,219",6.37%
2014,Arizona,Petrified Forest NP,"836,799",29.81%,"10,747,219",6.37%
2014,Arizona,Pipe Spring NM,"56,484",10.50%,"10,747,219",6.37%
2014,Arizona,Saguaro NP,"673,572",-0.69%,"10,747,219",6.37%
2014,Arizona,Sunset Crater Volcano NM,"176,723",-4.40%,"10,747,219",6.37%
2014,Arizona,Tonto NM,"36,360",-8.26%,"10,747,219",6.37%
2014,Arizona,Tumacacori NHP,"38,017",20.95%,"10,747,219",6.37%
2014,Arizona,Tuzigoot NM,"74,903",-12.65%,"10,747,219",6.37%
2014,Arizona,Walnut Canyon NM,"135,230",7.95%,"10,747,219",6.37%
2014,Arizona,Wupatki NM,"195,962",2.66%,"10,747,219",6.37%
2014,Arkansas,Arkansas Post NMEM,"30,860",-15.27%,"3,132,898",12.85%
2014,Arkansas,Buffalo NR,"1,357,057",20.60%,"3,132,898",12.85%
2014,Arkansas,Fort Smith NHS,"88,790",27.60%,"3,132,898",12.85%
